Company category,Company name,CEO,Corporate registration number,Business registration number,Address,Contact point,Latitude,Longitude
육류 도매업,주식회사 프로즌파트너스,박세준,110111-8498499,277-86-02766,서울특별시 송파구 법원로 8,02-449-1893,37.48,127.12
육류 도매업,(주)피지엠인터내셔날,주동우,170111-0203729,502-81-59651,대구광역시 동구 효목동 1060,02-782-1782,35.88,128.65
육류 도매업,주식회사 필봉프라임엔터테인먼트,김성곤 정보 더보기,110111-1380213,215-81-61516,서울특별시 송파구 문정동 70,02-443-4940,37.48,127.12
육류 도매업,(주)하나프라임,김성현,110111-3403708,206-86-05742,경기도 용인시 수지구 신수로 767 A동,318899227,37.34,127.1
육류 도매업,주식회사하누산업 정보 더보기,김동세,110111-1860752,214-86-47670,서울특별시 서초구 서초동 1624,02)581-1818,37.49,127.02
육류 도매업,주식회사 하림유통,정삼모 정보 더보기,214911-0034464,403-81-61092,전라북도 익산시 낭산면 진북로 701 하림유통),063-861-9245,36.06,127.03
육류 도매업,(주)하이랜드푸드 정보 더보기,"서용욱, 윤영미 정보 더보기",180111-0380484,606-81-70905,서울특별시 강동구 풍성로 235,02-6423-3700,37.53,127.14
육류 도매업,주식회사한결엘에스,김희수,110111-1184368,215-81-48323,경기도 광주시 오포읍 고산리 324,02-563-5448,37.37,127.23
육류 도매업,한국얼로드(주),여원종,180111-0140375,215-81-55687,서울특별시 송파구 가락2,02-3401-2777,37.49,127.12
육류 도매업,(주)한울맘,김신곤,194211-0036419,609-81-38369,경상남도 창녕군 대지면 경남대로 4897,055-533-9133,35.56,128.48
육류 도매업,주식회사 현성글로벌,이현강,120111-0450669,137-81-85464,서울특별시 강남구 논현로 172,02-2135-9210,37.48,127.04
육류 도매업,주식회사협동축산 정보 더보기,구미민,110111-1785596,119-81-32896,서울특별시 금천구 독산동 293,02-893-7501,37.47,126.9
육류 도매업,(주)혜성프로비젼,최광현,110111-2723298,120-86-48938,서울특별시 강남구 논현로 28,02-529-2225,37.47,127.05
육류 도매업,주식회사 홍도야지육가공,김정숙,220111-0226861,850-86-02426,제주특별자치도 제주시 한림읍 중산간서로 4462,647245117,33.37,126.28
육류 도매업,화인판매 주식회사,최선,131211-0018397,126-81-75646,전라남도 나주시 평산동 80,061-331-8383,34.99,126.75
육류 도매업,회명농산 주식회사,한창호,161511-0188776,166-81-00236,충청남도 천안시 서북구 오성로 95,041)413-2594,36.83,127.14
육류 도매업,주식회사 효성마케팅,김영보,110111-1563330,116-81-69040,서울특별시 구로구 디지털로 32,221035858,37.48,126.9
